'EmployeeID','Department.ID','HourlyRate','Vehicle','DistanceFromHome','University.ID','TotalWorkingYears','JobInvolvement','Age','BusinessTravel','Education.years','EducationField','Gender','MaritalStatus','NumCompaniesWorked','OverTime','JobRole'
1415,2,81,3,1,13,7,3,25,'Travel_Rarely',3,'Technical Degree','Male','Married',4,'No','Laboratory Technician'
1440,2,84,2,5,1,7,4,37,'Non-Travel',2,'Technical Degree','Male','Single',0,'No','Laboratory Technician'
1447,2,86,2,1,16,7,2,34,'Travel_Rarely',3,'Life Sciences','Female','Married',5,'No','Laboratory Technician'
1448,2,90,3,5,7,7,4,41,'Travel_Rarely',5,'Medical','Male','Married',2,'Yes','Research Scientist'
1464,2,94,1,2,13,7,3,31,'Travel_Frequently',3,'Life Sciences','Male','Married',6,'Yes','Laboratory Technician'
1471,2,90,3,5,16,7,2,44,'Non-Travel',3,'Life Sciences','Male','Single',3,'No','Laboratory Technician'
1537,2,33,1,3,11,7,3,31,'Travel_Frequently',3,'Life Sciences','Female','Single',1,'No','Research Scientist'
1573,2,81,5,2,20,7,3,38,'Travel_Rarely',3,'Medical','Male','Married',4,'No','Manufacturing Director'
1614,2,76,3,12,4,7,3,36,'Travel_Rarely',4,'Life Sciences','Female','Married',9,'Yes','Manufacturing Director'
1619,2,67,4,19,15,7,2,27,'Travel_Rarely',3,'Other','Male','Divorced',1,'No','Laboratory Technician'
1653,2,77,4,2,11,7,4,25,'Travel_Frequently',1,'Life Sciences','Male','Divorced',1,'No','Manufacturing Director'
1654,2,66,1,12,4,7,3,39,'Travel_Rarely',3,'Medical','Male','Married',4,'No','Manufacturing Director'
1687,2,87,5,4,11,7,3,38,'Travel_Rarely',2,'Medical','Female','Married',7,'No','Laboratory Technician'
1693,2,76,1,7,6,7,3,26,'Non-Travel',3,'Medical','Male','Single',1,'No','Laboratory Technician'
1768,2,57,3,12,7,7,3,42,'Travel_Rarely',3,'Medical','Male','Divorced',8,'No','Laboratory Technician'
1802,2,99,1,2,5,7,3,40,'Travel_Rarely',2,'Life Sciences','Female','Married',4,'No','Laboratory Technician'
1813,2,52,4,9,4,7,3,43,'Non-Travel',3,'Life Sciences','Male','Single',4,'No','Research Scientist'
1856,2,64,5,9,13,7,3,47,'Travel_Rarely',4,'Life Sciences','Female','Single',4,'No','Laboratory Technician'
1871,2,41,4,19,17,7,3,39,'Travel_Rarely',4,'Other','Male','Divorced',8,'No','Research Scientist'
1992,2,57,1,2,4,7,3,25,'Travel_Rarely',1,'Other','Male','Divorced',6,'Yes','Laboratory Technician'
293,3,90,4,20,9,7,3,27,'Travel_Frequently',3,'Life Sciences','Female','Single',1,'No','Sales Executive'
378,3,98,5,6,19,7,3,37,'Travel_Rarely',4,'Medical','Male','Married',4,'No','Sales Executive'
463,3,39,1,10,19,7,2,29,'Travel_Rarely',1,'Marketing','Female','Divorced',1,'Yes','Sales Executive'
479,3,45,4,1,10,7,3,36,'Non-Travel',5,'Medical','Female','Single',4,'No','Sales Executive'
498,3,92,3,9,6,7,3,28,'Travel_Rarely',4,'Life Sciences','Male','Single',1,'No','Sales Executive'
645,3,40,3,13,14,7,3,25,'Travel_Rarely',1,'Medical','Male','Married',1,'No','Sales Representative'
754,3,47,4,15,10,7,2,43,'Travel_Frequently',3,'Life Sciences','Male','Married',3,'No','Sales Executive'
956,3,52,4,1,18,7,2,26,'Travel_Frequently',3,'Medical','Male','Single',1,'No','Sales Executive'
1037,3,79,3,29,20,7,1,26,'Non-Travel',2,'Medical','Male','Single',8,'No','Sales Executive'
1188,3,85,1,9,12,7,1,43,'Travel_Rarely',3,'Marketing','Female','Single',8,'No','Sales Executive'
1239,3,84,3,10,16,7,2,40,'Travel_Rarely',3,'Technical Degree','Female','Divorced',7,'No','Sales Executive'
1446,3,97,2,7,7,7,3,32,'Travel_Rarely',5,'Marketing','Male','Married',4,'No','Sales Executive'
1487,3,51,4,13,11,7,3,29,'Travel_Frequently',3,'Technical Degree','Female','Single',5,'No','Sales Executive'
1556,3,70,4,2,18,7,3,36,'Travel_Rarely',4,'Life Sciences','Male','Single',3,'Yes','Sales Representative'
1645,3,59,5,15,2,7,1,35,'Travel_Rarely',2,'Medical','Male','Divorced',6,'Yes','Sales Executive'
1681,3,36,2,16,15,7,3,33,'Non-Travel',3,'Life Sciences','Female','Divorced',1,'Yes','Sales Executive'
1812,3,83,5,20,5,7,3,39,'Travel_Frequently',3,'Life Sciences','Male','Divorced',2,'No','Sales Executive'
1849,3,92,3,2,1,7,3,43,'Travel_Frequently',4,'Life Sciences','Male','Married',1,'No','Sales Executive'
1862,3,82,4,2,6,7,2,32,'Travel_Rarely',4,'Marketing','Male','Single',7,'Yes','Sales Executive'
1927,3,42,5,1,13,7,2,28,'Travel_Frequently',2,'Life Sciences','Male','Married',1,'Yes','Sales Executive'
1965,3,44,1,9,12,7,3,27,'Travel_Rarely',3,'Marketing','Male','Single',1,'No','Sales Executive'
177,1,61,1,25,20,8,3,26,'Travel_Rarely',1,'Life Sciences','Female','Married',1,'No','Human Resources'
608,1,58,4,17,11,8,3,26,'Travel_Frequently',4,'Life Sciences','Female','Divorced',0,'Yes','Human Resources'
829,1,36,1,13,5,8,3,36,'Travel_Rarely',3,'Human Resources','Male','Married',4,'No','Human Resources'
1461,1,96,2,8,4,8,4,31,'Travel_Rarely',2,'Medical','Female','Single',9,'No','Human Resources'
1683,1,44,5,1,7,8,3,44,'Travel_Rarely',3,'Life Sciences','Female','Divorced',4,'Yes','Human Resources'
5,2,56,1,3,1,8,3,33,'Travel_Frequently',4,'Life Sciences','Female','Married',1,'Yes','Research Scientist'
8,2,79,3,2,10,8,3,32,'Travel_Frequently',2,'Life Sciences','Male','Single',0,'No','Laboratory Technician'
31,2,83,5,6,3,8,3,34,'Travel_Rarely',1,'Medical','Male','Single',2,'No','Research Scientist'
61,2,73,2,19,9,8,3,37,'Travel_Rarely',2,'Life Sciences','Male','Married',4,'No','Research Scientist'
197,2,84,4,5,15,8,3,30,'Travel_Rarely',3,'Technical Degree','Female','Divorced',5,'No','Research Scientist'
231,2,43,4,6,19,8,3,32,'Travel_Rarely',5,'Life Sciences','Male','Single',3,'No','Research Scientist'
252,2,72,1,14,5,8,3,33,'Travel_Rarely',3,'Medical','Female','Married',1,'No','Research Scientist'
261,2,50,4,23,7,8,2,35,'Travel_Rarely',2,'Life Sciences','Male','Married',3,'Yes','Manufacturing Director'
267,2,65,2,21,15,8,4,37,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'Yes','Research Scientist'
286,2,73,1,18,13,8,3,36,'Travel_Frequently',1,'Medical','Female','Single',1,'No','Laboratory Technician'
297,2,88,1,3,19,8,3,30,'Travel_Rarely',3,'Technical Degree','Female','Single',5,'Yes','Research Scientist'
325,2,58,3,14,6,8,3,33,'Travel_Rarely',3,'Medical','Male','Married',5,'Yes','Laboratory Technician'
460,2,61,5,5,15,8,3,37,'Travel_Rarely',2,'Medical','Male','Divorced',7,'No','Manufacturing Director'
466,2,95,5,6,7,8,2,41,'Travel_Rarely',3,'Medical','Male','Single',6,'Yes','Manufacturing Director'
471,2,75,1,2,2,8,3,32,'Travel_Rarely',3,'Medical','Female','Married',1,'No','Laboratory Technician'
517,2,95,3,1,13,8,3,42,'Travel_Rarely',4,'Life Sciences','Female','Divorced',3,'No','Laboratory Technician'
525,2,61,4,21,3,8,3,43,'Travel_Frequently',3,'Medical','Male','Married',7,'No','Laboratory Technician'
526,2,74,2,8,19,8,3,43,'Travel_Rarely',4,'Other','Female','Divorced',4,'Yes','Healthcare Representative'
544,2,69,4,10,7,8,3,45,'Travel_Rarely',2,'Life Sciences','Male','Married',3,'No','Research Scientist'
584,2,38,4,10,20,8,1,33,'Travel_Rarely',1,'Medical','Male','Divorced',7,'No','Laboratory Technician'
591,2,97,5,5,6,8,3,42,'Travel_Frequently',2,'Other','Male','Married',4,'No','Laboratory Technician'
602,2,48,4,8,6,8,3,39,'Travel_Frequently',1,'Life Sciences','Female','Married',1,'No','Laboratory Technician'
611,2,34,4,19,1,8,3,29,'Travel_Rarely',3,'Technical Degree','Male','Divorced',4,'No','Manufacturing Director'
635,2,65,2,1,5,8,3,37,'Travel_Rarely',4,'Life Sciences','Female','Married',6,'No','Manufacturing Director'
662,2,43,4,1,7,8,3,38,'Travel_Rarely',1,'Life Sciences','Female','Single',3,'No','Research Scientist'
807,2,38,4,2,18,8,4,40,'Travel_Frequently',2,'Medical','Female','Married',1,'No','Healthcare Representative'
827,2,43,3,1,11,8,2,42,'Travel_Rarely',2,'Life Sciences','Female','Married',9,'Yes','Manufacturing Director'
848,2,88,1,5,16,8,2,26,'Travel_Frequently',2,'Medical','Female','Married',1,'Yes','Research Scientist'
875,2,35,2,2,16,8,3,42,'Travel_Frequently',1,'Medical','Male','Single',5,'Yes','Research Scientist'
895,2,48,1,11,17,8,3,31,'Travel_Rarely',4,'Life Sciences','Male','Married',3,'Yes','Research Scientist'
912,2,62,2,7,8,8,2,29,'Travel_Rarely',1,'Medical','Female','Divorced',6,'No','Laboratory Technician'
913,2,61,1,9,14,8,3,44,'Travel_Rarely',2,'Life Sciences','Male','Married',1,'Yes','Research Scientist'
932,2,70,5,6,18,8,3,39,'Travel_Rarely',3,'Medical','Male','Married',7,'Yes','Laboratory Technician'
949,2,65,4,7,12,8,3,36,'Travel_Rarely',4,'Other','Male','Single',2,'No','Research Scientist'
966,2,93,1,3,3,8,3,32,'Travel_Rarely',4,'Medical','Female','Married',1,'No','Manufacturing Director'
996,2,91,5,1,17,8,3,45,'Travel_Rarely',4,'Medical','Female','Divorced',3,'No','Laboratory Technician'
1018,2,32,3,2,12,8,4,26,'Travel_Rarely',2,'Medical','Male','Married',1,'No','Manufacturing Director'
1025,2,42,5,7,16,8,3,41,'Travel_Rarely',2,'Medical','Female','Single',6,'No','Manufacturing Director'
1030,2,64,5,9,7,8,3,50,'Travel_Rarely',3,'Life Sciences','Male','Married',4,'No','Laboratory Technician'
1060,2,44,1,3,7,8,3,38,'Travel_Frequently',4,'Other','Male','Married',3,'No','Research Scientist'
1062,2,35,3,3,13,8,3,37,'Travel_Rarely',3,'Other','Female','Single',3,'No','Healthcare Representative'
1143,2,61,3,10,14,8,3,29,'Travel_Frequently',3,'Life Sciences','Female','Divorced',0,'No','Research Scientist'
1177,2,82,5,3,6,8,4,26,'Travel_Rarely',4,'Medical','Male','Married',1,'No','Laboratory Technician'
1275,2,53,3,4,14,8,3,26,'Travel_Rarely',2,'Life Sciences','Male','Single',1,'Yes','Research Scientist'
1297,2,40,5,6,3,8,2,51,'Travel_Frequently',2,'Medical','Female','Single',0,'No','Laboratory Technician'
1394,2,54,5,4,3,8,3,37,'Travel_Rarely',1,'Life Sciences','Male','Married',7,'Yes','Research Scientist'
1405,2,51,1,17,17,8,3,27,'Travel_Rarely',4,'Life Sciences','Female','Single',1,'Yes','Research Scientist'
1411,2,94,4,11,18,8,3,37,'Travel_Rarely',3,'Medical','Female','Single',4,'No','Laboratory Technician'
1417,2,100,2,7,10,8,4,26,'Travel_Rarely',3,'Other','Male','Single',0,'No','Laboratory Technician'
1474,2,68,2,2,8,8,3,40,'Travel_Rarely',3,'Medical','Male','Divorced',2,'No','Research Scientist'
1502,2,82,5,4,12,8,2,33,'Travel_Rarely',4,'Medical','Female','Married',8,'No','Laboratory Technician'
1504,2,38,1,2,2,8,2,28,'Travel_Frequently',2,'Medical','Male','Single',7,'No','Laboratory Technician'
1514,2,96,2,29,19,8,1,28,'Travel_Rarely',1,'Life Sciences','Male','Married',1,'No','Manufacturing Director'
1546,2,97,3,28,2,8,3,45,'Travel_Rarely',3,'Technical Degree','Male','Married',4,'No','Research Scientist'
1552,2,72,1,8,19,8,3,40,'Non-Travel',2,'Life Sciences','Male','Divorced',3,'Yes','Healthcare Representative'
1597,2,92,4,10,19,8,2,34,'Travel_Frequently',4,'Technical Degree','Male','Married',1,'No','Healthcare Representative'
1599,2,87,5,27,10,8,4,43,'Travel_Rarely',3,'Technical Degree','Male','Divorced',5,'No','Laboratory Technician'
1640,2,71,4,10,5,8,3,37,'Travel_Rarely',3,'Medical','Female','Married',1,'No','Research Scientist'
1694,2,94,5,22,20,8,2,55,'Travel_Rarely',3,'Technical Degree','Male','Divorced',5,'No','Research Scientist'
1860,2,81,4,8,8,8,3,42,'Travel_Rarely',3,'Life Sciences','Male','Single',4,'No','Laboratory Technician'
1870,2,77,5,15,4,8,2,27,'Travel_Frequently',3,'Life Sciences','Female','Married',0,'No','Research Scientist'
1918,2,61,1,6,7,8,4,26,'Travel_Frequently',3,'Other','Male','Married',0,'No','Laboratory Technician'
1939,2,47,4,5,19,8,4,32,'Travel_Frequently',2,'Life Sciences','Female','Single',3,'Yes','Research Scientist'
1952,2,95,3,1,5,8,3,26,'Travel_Rarely',3,'Medical','Male','Single',0,'No','Laboratory Technician'
1966,2,56,1,5,20,8,2,32,'Travel_Rarely',4,'Life Sciences','Male','Single',8,'No','Manufacturing Director'
2012,2,83,1,1,14,8,3,40,'Travel_Rarely',4,'Life Sciences','Male','Married',8,'No','Laboratory Technician'
2048,2,52,4,2,14,8,2,40,'Travel_Rarely',4,'Life Sciences','Male','Single',2,'No','Research Scientist'
1,3,94,2,1,14,8,3,41,'Travel_Rarely',2,'Life Sciences','Female','Single',8,'Yes','Sales Executive'
160,3,95,4,22,3,8,3,33,'Non-Travel',2,'Marketing','Male','Married',0,'No','Sales Executive'
382,3,44,3,7,18,8,4,38,'Travel_Rarely',2,'Medical','Female','Divorced',1,'Yes','Sales Executive'
401,3,48,3,4,16,8,2,26,'Travel_Rarely',4,'Marketing','Male','Single',1,'Yes','Sales Executive'
458,3,56,1,8,4,8,3,27,'Travel_Rarely',4,'Marketing','Female','Married',1,'No','Sales Executive'
476,3,57,2,1,5,8,3,26,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'No','Sales Executive'
488,3,56,5,4,4,8,3,41,'Travel_Frequently',3,'Marketing','Male','Single',1,'No','Sales Executive'
492,3,68,1,22,20,8,2,40,'Travel_Rarely',2,'Marketing','Male','Married',2,'Yes','Sales Executive'
516,3,46,2,2,1,8,3,40,'Travel_Rarely',2,'Marketing','Female','Divorced',7,'No','Sales Executive'
618,3,45,3,29,6,8,3,26,'Travel_Rarely',2,'Medical','Male','Divorced',5,'No','Sales Executive'
666,3,31,3,14,20,8,3,34,'Travel_Rarely',3,'Technical Degree','Female','Divorced',1,'Yes','Sales Representative'
709,3,46,3,7,11,8,2,38,'Travel_Rarely',4,'Marketing','Female','Single',0,'No','Sales Executive'
785,3,77,5,27,11,8,4,47,'Travel_Frequently',2,'Life Sciences','Female','Single',4,'Yes','Sales Executive'
846,3,81,4,2,20,8,3,28,'Travel_Rarely',4,'Marketing','Female','Married',1,'Yes','Sales Executive'
859,3,73,3,13,18,8,3,32,'Travel_Rarely',4,'Life Sciences','Male','Divorced',2,'No','Sales Executive'
903,3,35,5,2,15,8,3,47,'Travel_Rarely',2,'Marketing','Female','Married',0,'Yes','Sales Executive'
1066,3,74,2,26,9,8,3,40,'Travel_Rarely',3,'Marketing','Male','Married',1,'No','Sales Executive'
1105,3,88,2,10,15,8,2,37,'Travel_Rarely',4,'Life Sciences','Female','Divorced',2,'Yes','Sales Executive'
1211,3,61,1,29,12,8,3,30,'Travel_Rarely',4,'Life Sciences','Male','Divorced',8,'No','Sales Executive'
1371,3,43,1,2,14,8,1,27,'Travel_Frequently',1,'Life Sciences','Male','Single',3,'No','Sales Executive'
1390,3,44,3,21,1,8,2,39,'Travel_Rarely',4,'Life Sciences','Male','Married',3,'Yes','Sales Executive'
1395,3,61,2,5,19,8,3,33,'Travel_Frequently',1,'Life Sciences','Male','Married',6,'No','Sales Executive'
1428,3,73,4,7,18,8,3,30,'Travel_Rarely',4,'Marketing','Female','Divorced',7,'No','Sales Executive'
1560,3,46,2,8,11,8,3,33,'Travel_Rarely',4,'Life Sciences','Male','Married',2,'No','Sales Executive'
1583,3,90,4,16,6,8,3,38,'Travel_Rarely',3,'Life Sciences','Female','Single',2,'No','Sales Executive'
1650,3,42,4,10,12,8,2,29,'Travel_Rarely',3,'Medical','Male','Single',9,'No','Sales Executive'
1757,3,80,2,11,7,8,3,49,'Travel_Rarely',4,'Marketing','Female','Single',3,'No','Sales Executive'
1912,3,86,5,10,15,8,3,31,'Travel_Rarely',2,'Medical','Female','Divorced',2,'Yes','Sales Executive'
2035,3,95,5,28,6,8,2,34,'Travel_Rarely',3,'Marketing','Female','Married',1,'No','Sales Executive'
2045,3,100,1,11,11,8,2,36,'Travel_Rarely',4,'Marketing','Female','Married',4,'No','Sales Executive'
2046,3,50,1,20,6,8,3,45,'Travel_Rarely',3,'Life Sciences','Female','Single',8,'No','Sales Executive'
424,1,62,5,2,14,9,2,31,'Travel_Rarely',3,'Human Resources','Male','Married',3,'No','Human Resources'
1744,1,56,2,4,19,9,1,45,'Travel_Rarely',3,'Life Sciences','Female','Married',4,'No','Human Resources'
2040,1,31,1,26,1,9,3,35,'Travel_Rarely',4,'Life Sciences','Female','Single',1,'Yes','Human Resources'
40,2,41,4,10,10,9,3,44,'Travel_Rarely',4,'Other','Male','Married',2,'Yes','Healthcare Representative'
78,2,33,5,1,11,9,3,32,'Travel_Rarely',3,'Medical','Male','Married',1,'Yes','Manufacturing Director'
147,2,66,5,7,4,9,1,34,'Travel_Frequently',3,'Life Sciences','Male','Single',1,'Yes','Laboratory Technician'
192,2,83,4,29,1,9,3,45,'Travel_Rarely',3,'Medical','Male','Single',5,'No','Research Scientist'
214,2,75,3,9,12,9,2,58,'Travel_Rarely',3,'Medical','Female','Married',4,'Yes','Research Scientist'
247,2,95,3,27,5,9,3,34,'Travel_Rarely',2,'Medical','Female','Single',2,'No','Research Scientist'
273,2,54,1,29,3,9,3,38,'Travel_Rarely',3,'Technical Degree','Male','Married',3,'No','Manufacturing Director'
335,2,62,3,24,12,9,3,40,'Travel_Rarely',2,'Technical Degree','Male','Divorced',1,'No','Research Scientist'
337,2,73,3,3,1,9,3,31,'Travel_Frequently',4,'Medical','Male','Divorced',9,'No','Research Director'
341,2,77,1,7,2,9,4,45,'Travel_Frequently',4,'Life Sciences','Male','Married',4,'No','Manufacturing Director'
362,2,84,3,2,18,9,2,32,'Travel_Rarely',1,'Technical Degree','Male','Single',4,'No','Laboratory Technician'
412,2,68,3,16,14,9,4,28,'Travel_Rarely',2,'Medical','Male','Single',0,'No','Healthcare Representative'
430,2,33,2,10,16,9,3,43,'Travel_Frequently',4,'Life Sciences','Female','Single',0,'No','Laboratory Technician'
448,2,82,2,10,5,9,2,43,'Travel_Frequently',4,'Life Sciences','Female','Divorced',1,'No','Laboratory Technician'
562,2,53,1,3,11,9,3,30,'Non-Travel',3,'Life Sciences','Male','Married',4,'No','Laboratory Technician'
652,2,54,1,25,6,9,2,35,'Travel_Rarely',2,'Other','Male','Single',4,'No','Laboratory Technician'
717,2,46,2,9,14,9,2,34,'Travel_Rarely',3,'Medical','Female','Single',1,'No','Healthcare Representative'
725,2,68,3,1,11,9,3,27,'Travel_Rarely',2,'Life Sciences','Female','Married',1,'No','Manufacturing Director'
733,2,32,3,10,20,9,3,27,'Travel_Frequently',2,'Life Sciences','Male','Divorced',1,'No','Manufacturing Director'
744,2,49,5,24,15,9,1,44,'Non-Travel',3,'Medical','Male','Single',2,'No','Laboratory Technician'
764,2,55,2,7,4,9,2,27,'Travel_Rarely',3,'Medical','Female','Single',8,'No','Healthcare Representative'
799,2,95,5,19,19,9,3,54,'Travel_Rarely',4,'Medical','Female','Divorced',9,'Yes','Manufacturing Director'
813,2,82,3,11,4,9,3,52,'Travel_Rarely',4,'Life Sciences','Female','Married',8,'No','Laboratory Technician'
844,2,42,1,5,8,9,2,27,'Travel_Rarely',1,'Technical Degree','Male','Divorced',1,'Yes','Research Director'
865,2,91,3,8,14,9,4,32,'Travel_Rarely',2,'Medical','Female','Married',5,'No','Research Scientist'
972,2,57,1,4,3,9,3,45,'Non-Travel',2,'Life Sciences','Male','Married',1,'No','Laboratory Technician'
1002,2,42,4,23,20,9,3,45,'Non-Travel',2,'Life Sciences','Male','Married',1,'Yes','Laboratory Technician'
1015,2,73,4,8,20,9,4,30,'Travel_Rarely',2,'Life Sciences','Female','Married',0,'Yes','Research Director'
1052,2,81,1,15,19,9,3,36,'Travel_Rarely',3,'Other','Male','Divorced',7,'No','Laboratory Technician'
1099,2,34,4,5,10,9,2,33,'Travel_Rarely',3,'Life Sciences','Male','Divorced',4,'No','Healthcare Representative'
1132,2,70,4,9,10,9,3,39,'Non-Travel',3,'Life Sciences','Male','Single',9,'No','Laboratory Technician'
1161,2,52,4,25,16,9,2,37,'Travel_Rarely',2,'Medical','Female','Divorced',7,'No','Healthcare Representative'
1244,2,42,3,14,10,9,3,27,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'Yes','Research Scientist'
1264,2,87,2,1,14,9,2,29,'Travel_Rarely',3,'Life Sciences','Female','Divorced',3,'No','Research Director'
1321,2,95,5,17,20,9,3,30,'Travel_Rarely',4,'Medical','Female','Married',1,'Yes','Manager'
1322,2,32,4,18,13,9,3,39,'Travel_Rarely',2,'Life Sciences','Male','Single',0,'No','Manufacturing Director'
1346,2,98,5,2,15,9,3,40,'Travel_Rarely',3,'Life Sciences','Male','Single',1,'No','Research Scientist'
1350,2,87,2,4,19,9,3,35,'Travel_Frequently',4,'Life Sciences','Male','Single',1,'Yes','Research Scientist'
1421,2,84,1,14,2,9,3,29,'Travel_Frequently',1,'Other','Female','Single',0,'Yes','Healthcare Representative'
1430,2,93,3,8,13,9,3,31,'Travel_Rarely',5,'Life Sciences','Female','Single',3,'No','Research Director'
1525,2,32,4,6,15,9,3,39,'Travel_Rarely',3,'Life Sciences','Female','Single',4,'No','Manufacturing Director'
1544,2,39,3,8,3,9,1,29,'Travel_Rarely',1,'Other','Female','Married',3,'No','Healthcare Representative'
1574,2,62,1,1,7,9,3,32,'Non-Travel',4,'Technical Degree','Male','Married',4,'No','Research Scientist'
1580,2,45,3,1,2,9,3,34,'Travel_Rarely',4,'Life Sciences','Male','Married',9,'No','Research Scientist'
1594,2,80,1,6,17,9,4,36,'Travel_Frequently',4,'Life Sciences','Male','Married',3,'Yes','Laboratory Technician'
1615,2,42,3,10,20,9,4,34,'Travel_Frequently',4,'Life Sciences','Male','Divorced',1,'No','Manufacturing Director'
1631,2,85,4,19,19,9,3,37,'Travel_Rarely',3,'Life Sciences','Male','Married',3,'No','Manufacturing Director'
1651,2,42,1,5,4,9,3,36,'Travel_Rarely',4,'Life Sciences','Female','Married',4,'No','Healthcare Representative'
1703,2,96,1,2,12,9,4,44,'Travel_Rarely',3,'Life Sciences','Female','Married',1,'Yes','Healthcare Representative'
1709,2,43,1,9,13,9,3,29,'Travel_Rarely',4,'Medical','Female','Married',9,'No','Laboratory Technician'
1736,2,30,3,24,18,9,3,31,'Travel_Frequently',1,'Technical Degree','Female','Single',2,'No','Manufacturing Director'
1737,2,77,3,1,6,9,3,39,'Non-Travel',3,'Life Sciences','Male','Married',1,'Yes','Laboratory Technician'
1760,2,75,3,2,9,9,2,38,'Travel_Frequently',2,'Medical','Female','Married',4,'No','Laboratory Technician'
1800,2,65,5,10,14,9,3,39,'Travel_Rarely',1,'Medical','Male','Single',7,'No','Research Director'
1816,2,64,4,10,5,9,3,30,'Travel_Rarely',3,'Medical','Female','Single',9,'No','Manufacturing Director'
1955,2,34,1,15,16,9,3,32,'Non-Travel',4,'Medical','Female','Divorced',5,'No','Healthcare Representative'
1969,2,67,4,9,12,9,3,54,'Travel_Rarely',2,'Life Sciences','Female','Married',3,'No','Research Scientist'
1970,2,36,3,7,9,9,3,33,'Travel_Frequently',2,'Life Sciences','Male','Divorced',1,'No','Healthcare Representative'
1980,2,77,3,10,3,9,3,54,'Travel_Rarely',3,'Medical','Female','Single',6,'Yes','Manufacturing Director'
1998,2,35,1,18,1,9,3,42,'Travel_Rarely',4,'Life Sciences','Male','Divorced',6,'Yes','Research Scientist'
2062,2,42,2,6,4,9,2,39,'Travel_Rarely',1,'Medical','Male','Married',4,'No','Healthcare Representative'
56,3,37,4,8,3,9,3,27,'Travel_Frequently',3,'Life Sciences','Male','Single',1,'No','Sales Executive'
68,3,75,1,1,16,9,3,44,'Travel_Rarely',5,'Marketing','Female','Divorced',5,'Yes','Sales Executive'
74,3,71,5,18,6,9,3,35,'Travel_Frequently',5,'Life Sciences','Male','Married',1,'No','Sales Executive'
118,3,64,5,9,1,9,2,46,'Travel_Rarely',2,'Medical','Male','Single',1,'No','Sales Executive'
195,3,35,2,9,19,9,1,32,'Travel_Frequently',2,'Medical','Male','Divorced',0,'No','Sales Executive'
207,3,43,4,8,20,9,3,32,'Travel_Frequently',3,'Marketing','Female','Single',1,'No','Sales Executive'
240,3,30,2,4,11,9,3,45,'Travel_Rarely',2,'Life Sciences','Female','Divorced',4,'Yes','Sales Executive'
299,3,52,5,26,7,9,2,30,'Travel_Frequently',4,'Marketing','Female','Single',5,'No','Sales Executive'
446,3,46,5,10,9,9,2,33,'Travel_Frequently',3,'Marketing','Male','Single',3,'No','Sales Executive'
502,3,67,1,19,10,9,4,34,'Non-Travel',3,'Marketing','Male','Single',8,'Yes','Sales Executive'
606,3,61,1,2,13,9,3,45,'Travel_Rarely',3,'Other','Male','Married',0,'No','Sales Executive'
626,3,69,5,9,13,9,3,37,'Non-Travel',4,'Medical','Male','Divorced',1,'No','Sales Executive'
650,3,46,5,13,8,9,3,31,'Travel_Rarely',4,'Medical','Male','Divorced',2,'No','Sales Executive'
783,3,46,5,2,9,9,1,45,'Travel_Rarely',2,'Technical Degree','Male','Single',0,'No','Sales Representative'
840,3,43,2,11,2,9,3,49,'Travel_Rarely',3,'Marketing','Female','Married',1,'No','Sales Executive'
855,3,48,1,1,20,9,4,33,'Travel_Rarely',3,'Medical','Male','Divorced',1,'No','Sales Executive'
868,3,66,4,16,1,9,2,37,'Travel_Rarely',4,'Marketing','Male','Divorced',4,'No','Sales Executive'
947,3,45,5,20,4,9,3,31,'Non-Travel',2,'Marketing','Female','Married',1,'No','Sales Executive'
985,3,41,4,2,20,9,4,39,'Travel_Rarely',5,'Life Sciences','Male','Single',0,'No','Sales Executive'
1003,3,83,2,4,6,9,3,47,'Travel_Rarely',2,'Life Sciences','Female','Single',1,'Yes','Sales Executive'
1100,3,86,4,4,15,9,3,35,'Travel_Rarely',3,'Technical Degree','Male','Single',0,'Yes','Sales Executive'
1119,3,73,1,10,12,9,2,38,'Travel_Rarely',4,'Marketing','Male','Divorced',0,'Yes','Sales Executive'
1171,3,45,3,4,7,9,3,42,'Travel_Rarely',4,'Marketing','Male','Single',7,'No','Sales Executive'
1318,3,57,4,25,15,9,2,40,'Travel_Rarely',4,'Marketing','Male','Single',2,'Yes','Sales Executive'
1548,3,47,4,9,8,9,3,40,'Travel_Rarely',2,'Medical','Male','Married',0,'No','Sales Executive'
1568,3,33,5,29,15,9,3,30,'Travel_Rarely',4,'Technical Degree','Male','Married',3,'No','Sales Executive'
1833,3,68,3,7,3,9,3,31,'Travel_Frequently',4,'Marketing','Female','Married',2,'No','Sales Executive'
1864,3,36,2,23,6,9,2,27,'Travel_Rarely',1,'Medical','Female','Married',1,'No','Sales Representative'
1882,3,64,4,4,17,9,3,34,'Travel_Rarely',3,'Life Sciences','Male','Married',2,'Yes','Sales Executive'
1898,3,89,3,2,5,9,4,27,'Travel_Rarely',2,'Medical','Female','Single',0,'No','Sales Executive'
1915,3,75,2,3,20,9,2,34,'Travel_Rarely',1,'Medical','Female','Married',3,'Yes','Sales Executive'
1951,3,39,3,13,20,9,3,34,'Travel_Rarely',4,'Medical','Male','Divorced',1,'No','Sales Executive'
